PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2010,,,,,,1.1601
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2011,,,,,,1.1602
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2012,,,,,,1.1607
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2013,,,,,,1.1613
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2014,,,,,,1.1619
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2015,,,,,,1.1625
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2016,,,,,,1.1631
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2017,,,,,,1.1637
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2018,,,,,,1.1642
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2019,,,,,,1.1648
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2020,,,,,,1.0741
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2021,,,,,,1.1578
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2022,,,,,,1.1732
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2023,,,,,,1.1887
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2024,,,,,,1.204
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2025,,,,,,1.2191
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2026,,,,,,1.2341
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2027,,,,,,1.2489
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2028,,,,,,1.2635
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2029,,,,,,1.278
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2030,,,,,,1.2922
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2031,,,,,,1.3063
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2032,,,,,,1.3201
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2033,,,,,,1.3338
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2034,,,,,,1.3472
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2035,,,,,,1.3603
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2036,,,,,,1.3732
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2037,,,,,,1.3858
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2038,,,,,,1.3982
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2039,,,,,,1.4103
TotalTechnologyAnnualActivityLowerLimit,BAU,ECU,TRNMIC,,,,2040,,,,,,1.4222
