Sector,Strategy,Year,AnnualEmissions
uscuss,BAU,2041,10222.799999999996
uscuss,BAU,2042,9965.999999999993
uscuss,BAU,2043,9664.399999999994
uscuss,BAU,2044,9469.599999999991
uscuss,BAU,2045,9185.900000000001
uscuss,BAU,2046,8990.699999999997
uscuss,BAU,2047,8691.999999999993
uscuss,BAU,2048,8436.699999999997
uscuss,BAU,2049,8195.699999999997
uscuss,BAU,2050,7943.799999999996
uscuss,BAU,2051,7659.5999999999985
uscuss,BAU,2052,7418.5999999999985
uscuss,BAU,2053,7178.5999999999985
uscuss,BAU,2054,6942.299999999996
uscuss,BAU,2055,6706.700000000001
uscuss,BAU,2056,6470.699999999997
uscuss,BAU,2057,6237.299999999999
uscuss,BAU,2058,6004.5999999999985
uscuss,BAU,2059,5773.299999999999
uscuss,BAU,2060,5546.399999999998
uscuss,BAU,2061,5316.899999999994
uscuss,BAU,2062,5090.899999999998
uscuss,BAU,2063,4862.399999999998
uscuss,BAU,2064,4638.499999999996
uscuss,BAU,2065,4416.399999999998
uscuss,BAU,2066,4195.199999999997
uscuss,BAU,2067,3975.899999999998
uscuss,BAU,2068,3760.7999999999993
uscuss,BAU,2069,3547.199999999997
uscuss,BAU,2070,3335.099999999995
uscuss,DDP50,2018,14910.099999999999
uscuss,DDP50,2019,14051.399999999994
uscuss,DDP50,2020,16161.199999999997
uscuss,DDP50,2021,16140.199999999997
uscuss,DDP50,2022,15231.599999999999
uscuss,DDP50,2023,13802.499999999996
uscuss,DDP50,2024,12909.600000000006
uscuss,DDP50,2025,12160.500000000004
uscuss,DDP50,2026,11293.300000000003
uscuss,DDP50,2027,10315.200000000004
uscuss,DDP50,2028,9234.199999999993
uscuss,DDP50,2029,8056.5
uscuss,DDP50,2030,6789.300000000003
uscuss,DDP50,2031,5438.399999999998
uscuss,DDP50,2032,4010.9000000000015
uscuss,DDP50,2033,2517.800000000003
uscuss,DDP50,2034,975.7999999999993
uscuss,DDP50,2035,-611.4000000000015
uscuss,DDP50,2036,-2233.2999999999956
uscuss,DDP50,2037,-3875.300000000003
uscuss,DDP50,2038,-5527.199999999997
uscuss,DDP50,2039,-7170.800000000003
uscuss,DDP50,2040,-8794.500000000004
uscuss,DDP50,2041,-10388.000000000004
uscuss,DDP50,2042,-11940.499999999996
uscuss,DDP50,2043,-13407.300000000007
uscuss,DDP50,2044,-14817.2
uscuss,DDP50,2045,-16109.800000000003
uscuss,DDP50,2046,-17084.8
uscuss,DDP50,2047,-18018.000000000004
uscuss,DDP50,2048,-18906.900000000005
uscuss,DDP50,2049,-19749.699999999997
uscuss,DDP50,2050,-20546.899999999998
uscuss,DDP50,2051,-21295.600000000006
uscuss,DDP50,2052,-22001.700000000004
uscuss,DDP50,2053,-22655.3
uscuss,DDP50,2054,-23276.1
uscuss,DDP50,2055,-23772.1
uscuss,DDP50,2056,-24287.100000000006
uscuss,DDP50,2057,-24679.600000000002
uscuss,DDP50,2058,-25053.899999999998
uscuss,DDP50,2059,-25402.500000000004
uscuss,DDP50,2060,-25665.899999999994
uscuss,DDP50,2061,-25897.299999999996
uscuss,DDP50,2062,-26110.899999999998
uscuss,DDP50,2063,-26295.100000000002
uscuss,DDP50,2064,-26454.8
uscuss,DDP50,2065,-26593.5
uscuss,DDP50,2066,-26705.899999999994
uscuss,DDP50,2067,-26798.399999999998
uscuss,DDP50,2068,-26873.199999999997
uscuss,DDP50,2069,-26929.9
uscuss,DDP50,2070,-26970.699999999997
uscuss,DDP70,2018,14910.099999999999
uscuss,DDP70,2019,14051.399999999994
uscuss,DDP70,2020,13817.199999999997
uscuss,DDP70,2021,13930.399999999994
uscuss,DDP70,2022,13756.899999999994
uscuss,DDP70,2023,11083.799999999996
uscuss,DDP70,2024,10081.000000000004
uscuss,DDP70,2025,9354.699999999997
uscuss,DDP70,2026,8604.3
uscuss,DDP70,2027,7857.399999999998
uscuss,DDP70,2028,7113.800000000003
uscuss,DDP70,2029,6373.300000000003
uscuss,DDP70,2030,5635.599999999995
uscuss,DDP70,2031,4900.399999999994
uscuss,DDP70,2032,4167.299999999999
uscuss,DDP70,2033,3435.7999999999956
uscuss,DDP70,2034,2705.2000000000007
uscuss,DDP70,2035,1975.0000000000036
uscuss,DDP70,2036,1244.4000000000015
uscuss,DDP70,2037,512.2000000000007
uscuss,DDP70,2038,-222.6999999999971
uscuss,DDP70,2039,-961.4999999999964
uscuss,DDP70,2040,-1705.199999999997
uscuss,DDP70,2041,-2455.7000000000044
uscuss,DDP70,2042,-3213.699999999997
uscuss,DDP70,2043,-3949.1999999999935
uscuss,DDP70,2044,-4693.600000000006
uscuss,DDP70,2045,-5447.600000000002
uscuss,DDP70,2046,-6210.499999999996
uscuss,DDP70,2047,-6981.800000000003
uscuss,DDP70,2048,-7760.399999999998
uscuss,DDP70,2049,-8545.2
uscuss,DDP70,2050,-9334.400000000005
uscuss,DDP70,2051,-10127.100000000002
uscuss,DDP70,2052,-10921.7
uscuss,DDP70,2053,-11717.099999999999
uscuss,DDP70,2054,-12488.500000000004
uscuss,DDP70,2055,-13258.699999999997
uscuss,DDP70,2056,-14027.599999999999
uscuss,DDP70,2057,-14794.0
uscuss,DDP70,2058,-15556.599999999999
uscuss,DDP70,2059,-16314.400000000001
uscuss,DDP70,2060,-17066.000000000004
uscuss,DDP70,2061,-17810.5
uscuss,DDP70,2062,-18546.6
uscuss,DDP70,2063,-19273.499999999996
uscuss,DDP70,2064,-19990.500000000004
uscuss,DDP70,2065,-20696.999999999996
uscuss,DDP70,2066,-21393.2
uscuss,DDP70,2067,-22079.300000000003
uscuss,DDP70,2068,-22755.600000000002
uscuss,DDP70,2069,-23422.9
uscuss,DDP70,2070,-24082.199999999997
uscuss,PA,2018,14910.099999999999
uscuss,PA,2019,14051.399999999994
uscuss,PA,2020,13817.199999999997
uscuss,PA,2021,13930.399999999994
uscuss,PA,2022,13756.899999999994
uscuss,PA,2023,11491.599999999995
uscuss,PA,2024,10699.5
uscuss,PA,2025,9910.3
uscuss,PA,2026,9124.399999999994
uscuss,PA,2027,8177.800000000003
uscuss,PA,2028,7234.299999999999
uscuss,PA,2029,6293.600000000002
uscuss,PA,2030,5355.799999999999
uscuss,PA,2031,4420.799999999999
uscuss,PA,2032,3488.5
uscuss,PA,2033,2558.9999999999927
uscuss,PA,2034,1632.2999999999956
uscuss,PA,2035,708.1999999999971
uscuss,PA,2036,-213.40000000000146
uscuss,PA,2037,-1132.2999999999956
uscuss,PA,2038,-2048.800000000003
uscuss,PA,2039,-2962.7000000000044
uscuss,PA,2040,-3874.0000000000036
uscuss,PA,2041,-4783.0
uscuss,PA,2042,-5689.699999999993
uscuss,PA,2043,-6453.0
uscuss,PA,2044,-7213.899999999994
uscuss,PA,2045,-7972.5999999999985
uscuss,PA,2046,-8729.000000000007
uscuss,PA,2047,-9483.199999999997
uscuss,PA,2048,-9799.100000000002
uscuss,PA,2049,-10113.000000000007
uscuss,PA,2050,-10424.599999999999
uscuss,PA,2051,-10734.199999999993
uscuss,PA,2052,-11041.7
uscuss,PA,2053,-11347.099999999999
uscuss,PA,2054,-11650.600000000002
uscuss,PA,2055,-11952.100000000006
uscuss,PA,2056,-12251.600000000002
uscuss,PA,2057,-12549.099999999999
uscuss,PA,2058,-12844.799999999996
uscuss,PA,2059,-13138.700000000004
uscuss,PA,2060,-13430.599999999999
uscuss,PA,2061,-13708.099999999999
uscuss,PA,2062,-13982.500000000004
uscuss,PA,2063,-14255.199999999997
uscuss,PA,2064,-14526.5
uscuss,PA,2065,-14796.099999999999
uscuss,PA,2066,-15064.099999999999
uscuss,PA,2067,-15330.700000000004
uscuss,PA,2068,-15595.799999999996
uscuss,PA,2069,-15859.3
uscuss,PA,2070,-16121.399999999998
