PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
OperationalLife,PLANDEACCION,ECU,ENE_TERM,,,,,,,,,,100
OperationalLife,PLANDEACCION,ECU,RAW_MAT_CLK,,,,,,,,,,100
OperationalLife,PLANDEACCION,ECU,ELEC_TERM,,,,,,,,,,100
OperationalLife,PLANDEACCION,ECU,ELEC_CEM,,,,,,,,,,100
OperationalLife,PLANDEACCION,ECU,RAW_MAT_CEM,,,,,,,,,,100
OperationalLife,PLANDEACCION,ECU,PROD_CLK_TRAD,,,,,,,,,,40
OperationalLife,PLANDEACCION,ECU,PROD_CLK_ELEC,,,,,,,,,,30
OperationalLife,PLANDEACCION,ECU,PROD_CEM,,,,,,,,,,100
OperationalLife,PLANDEACCION,ECU,T5CEM_PRODCEM_PROD,,,,,,,,,,100
